business_name,business_category,address,city,state,pincode,latitude,longitude,phone_number,website,email,opening_hours,open_now,rating,review_count,description,services,business_status,source_url,collected_timestamp
Sunny Electricial V D Antony,Electric motor repair shop,"WJH5+Q65, 4th Main Rd, Bharathi Layout, Krishna Murthi Layout, S.G. Palya, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9293894,77.6081216,,,,,,4.5,2,,,Operational,"https://www.google.com/maps/place/Sunny+Electricial+V+D+Antony/@12.9293894,77.6081216,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15fff3c62dcd:0x510350882d2f92fd!8m2!3d12.9293894!4d77.6081216!16s%2Fg%2F11glwmmtpq?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:54:03.699769
SV HOME SERVICES,Painting,"No.32, near Lentskart, Maruti Nagar, BTM 1st Stage, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9249865,77.6127996,09951033831,https://svhomeservices.com/,,SaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursFridayOpen 24 hoursSuggest new hours,,5.0,42,,,Operational,"https://www.google.com/maps/place/SV+HOME+SERVICES/@12.9249865,77.6127996,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15ee5f0db7fb:0x98ff19db32e3bf4a!8m2!3d12.9249865!4d77.6127996!16s%2Fg%2F11mt5nrl2d?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:54:37.154386
BookMyPainter,Painting,"1st Floor, Svs Aparment, 2, 12th A Main Rd, near Metro Station, Tavarekere, Aicobo Nagar, 1st Stage, BTM 1st Stage, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9193224,77.6084433,08073979129,https://www.bookmypainter.com/,,Saturday6 am–10:30 pmSunday6 am–10:30 pmMonday6 am–10:30 pmTuesday6 am–10:30 pmWednesday6 am–10:30 pmThursday6 am–10:30 pmFriday6 am–10:30 pmSuggest new hours,,4.8,23,,,Operational,"https://www.google.com/maps/place/BookMyPainter/@12.9193224,77.6084433,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae14fe2fabcfb9:0x88075c098de29a69!8m2!3d12.9193224!4d77.6084433!16s%2Fg%2F11w1c0fv4n?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:54:43.160124
ThePaintDecorators,Painter,"25th Main Rd, BTB Area, 4th T Block East, Jayanagar, Bengaluru, Karnataka 560041",Bangalore,Karnataka,560041,12.927188,77.592862,08951902694,https://the-paint-decorators.business.site/,,,,4.8,791,,,Operational,"https://www.google.com/maps/place/ThePaintDecorators/@12.927188,77.592862,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae159bf1255d39:0x972268c8995cdad4!8m2!3d12.927188!4d77.592862!16s%2Fg%2F11jdrvybqj?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:54:48.294851
Splash It Painting Services,Painting,"Tavarekere, Balaji Nagar, Jayanagar, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9262498,77.6054395,08792868347,http://www.splashit.in/,,SaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursFridayOpen 24 hoursSuggest new hours,,4.4,10,,,Operational,"https://www.google.com/maps/place/Splash+It+Painting+Services/@12.9262498,77.6054395,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15dab8d2ce61:0x95af29fb8428dca2!8m2!3d12.9262498!4d77.6054395!16s%2Fg%2F11nsrlt2rf?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:54:54.205830
Color Made - Best Painting Service In Bangalore,Painting,"39, 9th C Main Rd, KEB Colony, 1st Stage, BTM 1st Stage, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9170467,77.6058617,09980919784,https://www.colormade.in/,,Saturday9 am–8 pmSunday9 am–8 pmMonday9 am–8 pmTuesday9 am–8 pmWednesday9 am–8 pmThursday9 am–8 pmFriday9 am–8 pmSuggest new hours,,5.0,27,,,Operational,"https://www.google.com/maps/place/Color+Made+-+Best+Painting+Service+In+Bangalore/@12.9170467,77.6058617,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15969ef85071:0x63668c4cfcbe5700!8m2!3d12.9170467!4d77.6058617!16s%2Fg%2F11vy88y4nw?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:55:00.669495
Asian Paints Beautiful Homes Painting Service,Painter,"Shop No .3 & 4, S.R. HARDWARE [SRH, No 20, 100 Feet Ring Rd, opp. INDIAN OIL PETROL BUNK, Tavarekere, Narayanappa Garden, 1st Stage, BTM Layout, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.922084,77.6079432,08071682984,https://www.asianpaints.com/gbp-campaign/asian-paints-safe-painting-service.html,,Saturday10 am–9:30 pmSunday10 am–9:30 pmMonday10 am–9:30 pmTuesday10 am–9:30 pmWednesday10 am–9:30 pmThursday10 am–9:30 pmFriday10 am–9:30 pmSuggest new hours,,4.7,12,,,Operational,"https://www.google.com/maps/place/Asian+Paints+Beautiful+Homes+Painting+Service/@12.922084,77.6079432,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1583f5dbf027:0xd93e1fbb4deb5d57!8m2!3d12.922084!4d77.6079432!16s%2Fg%2F11v9k47q4k?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:55:07.101996
Ravi Kumar - House Painting Services Bommanahalli,Painter,"Second floore, Dore 04, 271/67, Begur Rd, opposite rathore niwas, Maruthi Layout, Mico Layout, Hongasandra, Bengaluru, Karnataka 560068",Bangalore,Karnataka,560068,12.8910915,77.6257026,08147278848,https://housepaintingbangalore.com/,,,,4.9,318,,,Operational,"https://www.google.com/maps/place/Ravi+Kumar+-+House+Painting+Services+Bommanahalli/@12.8910915,77.6257026,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae150b466a3359:0x59fcbc1d65c23633!8m2!3d12.8910915!4d77.6257026!16s%2Fg%2F11fpmgyvhv?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:55:13.730858
Prem Kumar House Painting Services- Best House Painter Bommanahalli,Painting,"shop #03, Mahadev Shoe Center, 58/1, 2nd Cross Rd, near presidency school, Virat Nagar, Bommanahalli, Bengaluru, Karnataka 560068",Bangalore,Karnataka,560068,12.9081685,77.6258042,08197494985,https://prempaintingservices.com/,,,,4.8,92,,,Operational,"https://www.google.com/maps/place/Prem+Kumar+House+Painting+Services-+Best+House+Painter+Bommanahalli/@12.9081685,77.6258042,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15da7b5caced:0x6d667c1672abc4db!8m2!3d12.9081685!4d77.6258042!16s%2Fg%2F11fnp6cfkv?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:55:19.350045
The king painters,Painter,"276, 9th Cross Rd, viveknagar post, Lakshman Rao Nagar, Dr. Ambedkar Nagar, Koramangala, Bengaluru, Karnataka 560047",Bangalore,Karnataka,560047,12.9495228,77.6159306,,,,SaturdayClosedSundayClosedMonday9 am–8 pmTuesday9 am–8 pmWednesday10 am–7 pmThursday9:30 am–6:30 pmFriday10 am–8 pmSuggest new hours,False,5.0,6,,,Operational,"https://www.google.com/maps/place/The+king+painters/@12.9495228,77.6159306,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae150a33220ab9:0xd1493a36d43203b9!8m2!3d12.9495228!4d77.6159306!16s%2Fg%2F11nq3yxz36?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:55:28.369253
PAINT YOUR NEST,Painter,"1634 , 6th cross, 4th Main Rd, Kumaraswamy Layout, Bengaluru, Karnataka 560111",Bangalore,Karnataka,560111,12.9083983,77.5644669,09844855413,https://paintyournest.com/,,,,4.8,233,,,Operational,"https://www.google.com/maps/place/PAINT+YOUR+NEST/@12.9083983,77.5644669,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae153a3701ec01:0x10226950b92080b!8m2!3d12.9083983!4d77.5644669!16s%2Fg%2F11qszbvldm?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:55:35.483963
Shree paintings,Painter,"59,NP kempegowda road(opp. Bescom office )BTS layout main road, Bannerghatta Main Rd, Arekere, Bengaluru, Karnataka 560076",Bangalore,Karnataka,560076,12.8876091,77.6071756,09035030033,,,SaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursFridayOpen 24 hoursSuggest new hours,,4.8,53,,,Operational,"https://www.google.com/maps/place/Shree+paintings/@12.8876091,77.6071756,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15598f35cb45:0x1c6523bd1a848e41!8m2!3d12.8876091!4d77.6071756!16s%2Fg%2F11h7s1srxr?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:55:43.228664
ColourDrive - Home Painting Services,Painter,"1st floor, Pavithra Paradise, #26, 1st Cross N, MS Ramaiah City Layout, JP Nagar 7th Phase, Road, Bengaluru, Karnataka 560076",Bangalore,Karnataka,560076,12.8836531,77.5899831,09014182316,https://www.colourdrive.in/,,Saturday8 am–8 pmSunday8 am–8 pmMonday8 am–8 pmTuesday8 am–8 pmWednesday8 am–8 pmThursday8 am–8 pmFriday8 am–8 pmSuggest new hours,,4.8,862,,,Operational,"https://www.google.com/maps/place/ColourDrive+-+Home+Painting+Services/@12.8836531,77.5899831,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae153fe58c09db:0x7e9b60370dd008f9!8m2!3d12.8836531!4d77.5899831!16s%2Fg%2F11bxgyqzp1?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:55:49.696615
Asian Paints Beautiful Homes Painting Service,Painter,"Prism Trade Links, 13/39, 1st Main Rd, Zuzuvadi, Madiwala, Maruti Nagar, Ext, Bengaluru, Karnataka 560068",Bangalore,Karnataka,560068,12.925528,77.616333,08071683277,https://www.asianpaints.com/gbp-campaign/asian-paints-safe-painting-service.html,,Saturday10 am–9:30 pmSunday10 am–9:30 pmMonday10 am–9:30 pmTuesday10 am–9:30 pmWednesday10 am–9:30 pmThursday10 am–9:30 pmFriday10 am–9:30 pmSuggest new hours,,4.8,8,,,Operational,"https://www.google.com/maps/place/Asian+Paints+Beautiful+Homes+Painting+Service/@12.925528,77.616333,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae152b53e4c55b:0x4ef849662d252be7!8m2!3d12.925528!4d77.616333!16s%2Fg%2F11ltv73k8g?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:55:55.401360
Design Paint & Decor | Painting Services,Painting,"2nd cross, Muneshwara Temple, 208 k no 43/3 10th Main, Hosur Rd, GK Layout, Bandepalya, Bengaluru, Karnataka 560068",Bangalore,Karnataka,560068,12.8972092,77.6421214,09900440602,https://designpaintdecor.com/,,Saturday9 am–11 pmSunday9 am–11 pmMonday9 am–11 pmTuesday9 am–11 pmWednesday9 am–11 pmThursday9 am–11 pmFriday9 am–11 pmSuggest new hours,,5.0,351,,,Operational,"https://www.google.com/maps/place/Design+Paint+%26+Decor+%7C+Painting+Services/@12.8972092,77.6421214,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae156d1aa11e23:0xf0bfa5342daac9fa!8m2!3d12.8972092!4d77.6421214!16s%2Fg%2F11m67xpzh_?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:56:01.869175
Birla Opus Paint Gallery - Mathaji Traders,Paint store,"24/2, 4th B Cross Rd, Koramangala Industrial Layout, Koramangala, Bengaluru, Karnataka 560095",Bangalore,Karnataka,560095,12.9328023,77.6134405,08123010795,http://www.birlaopus.com/?utm_source=Google&utm_medium=GMB,,Saturday9 am–7:30 pmSunday9 am–2 pmMonday9 am–7:30 pmTuesday9 am–7:30 pmWednesday9 am–7:30 pmThursday9 am–7:30 pmFriday9 am–7:30 pmSuggest new hours,,5.0,11,,,Operational,"https://www.google.com/maps/place/Birla+Opus+Paint+Gallery+-+Mathaji+Traders/@12.9328023,77.6134405,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15cf43eedf03:0x6bab137e2f50454!8m2!3d12.9328023!4d77.6134405!16s%2Fg%2F11msdn4cch?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:56:07.808513
AapkaPainter: Home Improvement & Painting Services in Bangalore,Painter,"Aapkapainter, Classic Converge, Sakti Statesman building, Marathahalli - Sarjapur Outer Ring Rd, Green Glen Layout, Bellandur, Bengaluru, Karnataka 560103",Bangalore,Karnataka,560103,12.9239742,77.6675882,08088777173,https://aapkapainter.com/services/house-painting/bangalore?utm_source=google&utm_medium=gmb&utm_campaign=bangalore,,SaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursFridayOpen 24 hoursSuggest new hours,,4.6,4128,,,Operational,"https://www.google.com/maps/place/AapkaPainter:+Home+Improvement+%26+Painting+Services+in+Bangalore/@12.9239742,77.6675882,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae114296f610af:0x3c1267c86ec1917c!8m2!3d12.9239742!4d77.6675882!16s%2Fg%2F11ckr4d3w9?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:56:13.677115
Asian Paints Beautiful Homes Painting Service,Painter,"150/1, Hosur Rd, opposite KEB Power Station, Kaveri Layout, Koramangala, Bengaluru, Karnataka 560095",Bangalore,Karnataka,560095,12.9323345,77.6129349,08037838368,https://www.asianpaints.com/gbp-campaign/asian-paints-safe-painting-service.html,,Saturday9 am–7 pmSunday9 am–7 pmMonday9 am–7 pmTuesday9 am–7 pmWednesday9 am–7 pmThursday9 am–7 pmFriday9 am–7 pmSuggest new hours,,,,,,Operational,"https://www.google.com/maps/place/Asian+Paints+Beautiful+Homes+Painting+Service/@12.9323345,77.6129349,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae153ede1a64df:0x8bfd002d365e63db!8m2!3d12.9323345!4d77.6129349!16s%2Fg%2F11xn1hcztw?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:56:22.027698
Asian Paints Beautiful Homes Painting Service,Painter,"HCC, HARDWARE CENTRE, MANGAMANPALYA, 57/5, Ejipura Main Rd, near BUS STAND, 15TH CROSS, Ejipura, Bengaluru, Karnataka 560047",Bangalore,Karnataka,560047,12.9507822,77.6239568,08071681501,https://www.asianpaints.com/gbp-campaign/asian-paints-safe-painting-service.html,,Saturday10 am–9:30 pmSunday10 am–9:30 pmMonday10 am–9:30 pmTuesday10 am–9:30 pmWednesday10 am–9:30 pmThursday10 am–9:30 pmFriday10 am–9:30 pmSuggest new hours,,5.0,21,,,Operational,"https://www.google.com/maps/place/Asian+Paints+Beautiful+Homes+Painting+Service/@12.9507822,77.6239568,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae158d7466000b:0xb905935a52895c67!8m2!3d12.9507822!4d77.6239568!16s%2Fg%2F11vx0ynkfh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:56:28.356475
Srinet painting works,Housing development,"WJH5+JPH, Tavarekere, Ramappa layout, 1st Stage, BTM 1st Stage, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9290615,77.6093444,,,,SaturdayClosedSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursFridayOpen 24 hoursSuggest new hours,False,,,,,Operational,"https://www.google.com/maps/place/Srinet+painting+works/@12.9290615,77.6093444,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15a78a8d2b41:0xcf4e1c01b4672c2b!8m2!3d12.9290615!4d77.6093444!16s%2Fg%2F11n64p9gtr?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:56:40.380055
JNS HARDWARE AND PAINTS,Hardware store,"Bismillah, 5, 2nd Cross, Masjid Rd, Bismillahnagar, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9271863,77.602922,09980123854,,,Saturday9 am–8 pmSunday9 am–8 pmMonday9 am–8 pmTuesday9 am–8 pmWednesday9 am–8 pmThursday9 am–8 pmFriday9 am–8 pmSuggest new hours,,5.0,36,"·

Delivery
",,Operational,"https://www.google.com/maps/place/JNS+HARDWARE+AND+PAINTS/@12.9271863,77.602922,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15a3e0eaba41:0x417d826cee2eabb1!8m2!3d12.9271863!4d77.602922!16s%2Fg%2F11s0zvm38y?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:56:46.309577
COLOURS DREAMS PAINTING SERVICE,Painting,"343, Kanakapura Main Road, Royal Park Residency, Post, Anjanapura, Bengaluru, Karnataka 560108",Bangalore,Karnataka,560108,12.8712065,77.5596935,09844455551,https://coloursdreams.in/,,SaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursFridayOpen 24 hoursSuggest new hours,,4.9,87,,,Operational,"https://www.google.com/maps/place/COLOURS+DREAMS+PAINTING+SERVICE/@12.8712065,77.5596935,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6bd3845386c9:0x90c7cce12b61cd9d!8m2!3d12.8712065!4d77.5596935!16s%2Fg%2F11j2hsxjg6?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:56:52.922566
Paint My Trusted Walls,Painting,"3rd Floor, No 43, 13th Main Rd, Jagruthi Colony, Puttenahalli, JP Nagar 7th Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Bangalore,Karnataka,560078,12.8946544,77.5824669,,https://paintmytrustedwalls.com/,,Saturday7:30 am–8:30 pmSunday7:30 am–8:30 pmMonday7:30 am–8:30 pmTuesday7:30 am–8:30 pmWednesday7:30 am–8:30 pmThursday7:30 am–8:30 pmFriday7:30 am–8:30 pmSuggest new hours,,4.9,123,,,Operational,"https://www.google.com/maps/place/Paint+My+Trusted+Walls/@12.8946544,77.5824669,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15f836ec948f:0x828cf24ce5068944!8m2!3d12.8946544!4d77.5824669!16s%2Fg%2F11rgrhxws2?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:57:00.858145
Raja Painting & Construction Services.,Painting,"2472/1 Sir M Vishveswaraya Layout, 3rd block, Jnanabharathi, near vijaya hospital, Nagdevanahalli, Kengeri Nagarabhavi, RR nagar, Bengaluru, Karnataka 560056",Bangalore,Karnataka,560056,12.9401292,77.4823167,09916951866,https://rajapainters.com/,,,,4.7,390,,,Operational,"https://www.google.com/maps/place/Raja+Painting+%26+Construction+Services./@12.9401292,77.4823167,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3f4982ac9435:0x5f41f20fd2054563!8m2!3d12.9401292!4d77.4823167!16s%2Fg%2F11c2063kwh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:57:13.469522
9SM Painting Service - Professional painter in Bangalore,Painter,"3302, 100 Feet Rd, Sir M Vishweshwaraiah Layout 6th Block, Ullal Uppanagar, Bengaluru, Karnataka 560110",Bangalore,Karnataka,560110,12.9552686,77.4784143,07676169549,https://www.9smpainting.in/,,Saturday8 am–11 pmSunday8 am–8 pmMonday8 am–11 pmTuesday8 am–11 pmWednesday8 am–11 pmThursday8 am–11 pmFriday8 am–11 pmSuggest new hours,,4.7,157,,,Operational,"https://www.google.com/maps/place/9SM+Painting+Service+-+Professional+painter+in+Bangalore/@12.9552686,77.4784143,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3c242176d579:0xc11122ac40193887!8m2!3d12.9552686!4d77.4784143!16s%2Fg%2F11cn9x53f2?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:57:19.994144
Shades Creative Gallery,Art gallery,"Second Floor, 50, 1st A Main Rd, KHB Colony, 7th Block, Koramangala, Bengaluru, Karnataka 560095",Bangalore,Karnataka,560095,12.9367782,77.6151736,09036143948,http://www.shadescreativegallery.com/,,,,4.9,348,,,Operational,"https://www.google.com/maps/place/Shades+Creative+Gallery/@12.9367782,77.6151736,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae145d4fa90077:0x15beb94d22239fd7!8m2!3d12.9367782!4d77.6151736!16s%2Fg%2F1ptxyh_k8?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:57:25.510570
Sapthagiri Paint Service and Home Renovation,Painter,"51, 4th cross 4th main road NR garden, Magadi Rd, Cholur Palya, Bengaluru, Karnataka 560023",Bangalore,Karnataka,560023,12.9711243,77.547607,09739852001,https://sapthagiripaintserviceandhomerenovation.com/,,Saturday9 am–8 pmSunday9 am–8 pmMonday9 am–8 pmTuesday9 am–8 pmWednesday9 am–8 pmThursday9 am–8 pmFriday9 am–8 pmSuggest new hours,,5.0,97,,,Operational,"https://www.google.com/maps/place/Sapthagiri+Paint+Service+and+Home+Renovation/@12.9711243,77.547607,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13c44ae2621f:0x86ceef5bddec1ba8!8m2!3d12.9711243!4d77.547607!16s%2Fg%2F11jj6s3m5w?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:57:31.993607
Paint The Town Restaurant,Restaurant,"1st Floor, Money Center, Paint The Town, No. 101, Koramangala, Bengaluru, Karnataka 560095",Bangalore,Karnataka,560095,,,06366230141,http://paintthetown.in/,,Saturday12–10 pmSunday12–10 pmMonday12–10 pmTuesday12–10 pmWednesday12–10 pmThursday12–10 pmFriday12–10 pmSuggest new hours,,4.8,504,"·

Dine-in
·

Takeaway
·

No-contact delivery
",,Operational,https://www.google.com/maps/place/Paint+The+Town+Restaurant/data=!4m7!3m6!1s0x3bae154aecfbc847:0x57d81e08a5b62de5!8m2!3d12.9346625!4d77.6125928!16s%2Fg%2F11ss56k88l!19sChIJR8j77EoVrjsR5S22pQge2Fc?authuser=0&hl=en&rclk=1,2026-08-08T02:57:36.603578
SMR Painting Services,Painter,"LBS Nagar, HAL, Bengaluru, Karnataka 560017",Bangalore,Karnataka,560017,12.9669307,77.6703804,08892235352,https://smrpaintingservices.my.canva.site/,,Saturday8 am–7 pmSunday8 am–1 pmMonday8 am–7 pmTuesday8 am–7 pmWednesday8 am–7 pmThursday8 am–7 pmFriday8 am–7 pmSuggest new hours,,4.9,32,,,Operational,"https://www.google.com/maps/place/SMR+Painting+Services/@12.9669307,77.6703804,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13b577e68c75:0xa6023a4cf08bfa66!8m2!3d12.9669307!4d77.6703804!16s%2Fg%2F11p13lrw13?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:57:42.716928
Manju Enterprises,Real Estate Builders & Construction Company,"No 23, 1st main, 2nd Cross, Maruthi Nagar, Madiwala Extension, Bengaluru, Karnataka 560068",Bangalore,Karnataka,560068,12.926653,77.6143,09845322833,,,Saturday9:30 am–6 pmSundayClosedMonday9:30 am–6 pmTuesday9:30 am–6 pmWednesday9:30 am–6 pmThursday9:30 am–6 pmFriday9:30 am–6 pmSuggest new hours,False,4.8,10,,,Operational,"https://www.google.com/maps/place/Manju+Enterprises/@12.926653,77.6143,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1456908a21c7:0x143d4920c293d8f3!8m2!3d12.926653!4d77.6143!16s%2Fg%2F11b75dt2vb?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:57:50.330960
Vinayaka Interiors,Interior designer,"4/36, Chikkadugudi, Thavarekere, 7th, Main Road, Main, Road, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9272405,77.6098768,08025522898,,,SaturdayOpen 24 hoursSundayClosedMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursFridayOpen 24 hoursSuggest new hours,False,4.3,14,,,Operational,"https://www.google.com/maps/place/Vinayaka+Interiors/@12.9272405,77.6098768,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3a220fffffff:0x713a9b317eb2140d!8m2!3d12.9272405!4d77.6098768!16s%2Fg%2F1tdwt3bx?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:57:58.447731
Paint My Wall,Painter,"368, 8th Cross, Main road, near Nayara petroleum, Ullal, Dodda Basti, Sonnenahalli, Maruthi nagar, Bengaluru, Karnataka 560110",Bangalore,Karnataka,560110,12.9403014,77.4775722,07259571590,http://www.paintmywal.com/,,SaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursFridayOpen 24 hoursSuggest new hours,,4.9,13,,,Operational,"https://www.google.com/maps/place/Paint+My+Wall/@12.9403014,77.4775722,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3ff2c61b1a7b:0x66334a68447c9abe!8m2!3d12.9403014!4d77.4775722!16s%2Fg%2F11y2d7q32m?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:58:04.672733
